eform_target,SLICES,eform_chgnet,poscar,novelty
-1.0,Nd Nd Nd Nd Ga Ga Ga Ga Ga Ga Ga Ga As As As As As As As As 0 19 o-o 0 16 ooo 0 7 +-o 0 10 ooo 0 15 ooo 0 6 +-o 0 8 +oo 0 12 +oo 0 14 +oo 0 13 ooo 1 18 ooo 1 17 +oo 1 12 ooo 1 17 ooo 1 19 ooo 1 11 o+o 1 9 ooo 1 16 +oo 1 17 o+o 1 13 o+o 2 10 ooo 2 10 -oo 2 18 -oo 2 7 -+o 2 18 ooo 2 7 o+o 2 8 ooo 2 8 ooo 2 11 -oo 2 6 ooo 3 15 oo- 3 17 ooo 3 6 o+- 3 12 o+o 3 13 +oo 3 19 +o- 3 14 ooo 3 9 +oo 3 19 o+o 3 15 ooo 4 16 o-o 4 9 ooo 4 13 ooo 4 12 oo+ 4 11 ooo 4 18 +oo 5 10 ooo 5 14 ooo 5 11 ooo 5 15 ooo 5 14 ooo 5 7 ooo 6 17 -oo 6 12 ooo 6 16 o-o 6 15 ooo 6 19 ooo 7 18 +-o 7 9 +-o 7 10 +oo 7 8 ooo 7 11 +oo 8 17 +o+ 9 10 ooo 10 19 ooo 11 13 +oo,-0.5786001169677732,Nd4 Ga8 As8\n1.0\n   5.5757429283158997    0.0000000000000000    0.0000000000000000\n  -0.9275297048857991    7.8871706988726409    0.0000000000000000\n  -0.4332892063894995   -0.1431245034549508   13.7023349243372206\nNd Ga As\n4 8 8\ndirect\n   0.9328166829504381    0.9444135663331829    0.1252035101208254 Nd\n   0.7997584664583409    0.5403863043152975    0.3142728921460849 Nd\n   0.0962480470534327    0.1404051386340294    0.7045009521755421 Nd\n   0.4724436572077176    0.0941749557478587    0.4650779917830639 Nd\n   0.2021098436575799    0.7452390002995277    0.7519388524444613 Ga\n   0.9577015806479403    0.3091422558405031    0.9774031004094524 Ga\n   0.9445710531768871    0.1399327912544534    0.3460399916313873 Ga\n   0.0216225763473394    0.6988916653617633    0.9261750822540287 Ga\n   0.3403806140128032    0.9691577453850776    0.9043854586688787 Ga\n   0.8597050382496635    0.0181191329175065    0.8914544701963676 Ga\n   0.2736818596793055    0.4990122962010716    0.6388483945766545 Ga\n   0.9808234578431260    0.3129898255126013    0.5217660577455723 Ga\n   0.6431343333451642    0.8835370011384007    0.3006139545817443 As\n   0.9532141390637635    0.9692935087555680    0.5053519163036482 As\n   0.5634319295984327    0.9694364473347262    0.7369094717059130 As\n   0.1449579241164307    0.8620751512796835    0.3196803659867287 As\n   0.0274388710756033    0.3086683168860849    0.1782050500301003 As\n   0.6215028216030264    0.3173622339338957    0.6398622890215037 As\n   0.1946244754300049    0.4555832906432603    0.8364127077447270 As\n   0.9460708651059393    0.5687461445613141    0.1016985467149845 As\n,1
-2.0,Rb Rb Cr Cr Cr O O O O O O O O 0 10 ooo 0 11 o+o 0 6 ooo 0 7 +oo 0 8 ++o 0 8 o+o 0 9 o+o 0 5 +oo 0 5 ++o 0 11 o+o 1 8 o-o 1 8 ooo 1 8 oo+ 1 9 ooo 1 9 ooo 1 6 ooo 1 6 ooo 1 9 oo+ 1 7 o+o 1 10 ooo 1 12 ooo 2 12 ooo 2 11 ooo 2 9 ooo 2 5 oo+ 2 10 ooo 2 12 ooo 3 12 o-o 3 7 ooo 3 11 -oo 3 8 ooo 3 11 oo- 3 6 oo- 4 7 -oo 4 10 ooo 4 9 ooo 4 12 oo-,-0.9200590873422467,Rb2 Cr3 O8\n1.0\n   5.4530694278237135    0.0000000000000000    0.0000000000000000\n   0.4412638818815595    6.1807537522519906    0.0000000000000000\n   2.1944096635871797    0.8841125214882373    8.4690389517014317\nRb Cr O\n2 3 8\ndirect\n   0.0115989674132942    0.0895020015479941    0.2159153875652793 Rb\n   0.5553928690324248    0.4299092594012578    0.8983609029211009 Rb\n   0.8136714683826511    0.5726260530451982    0.4547906667013432 Cr\n   0.1292916360980376    0.3948939782888320    0.6396776061355014 Cr\n   0.4048232757082675    0.5127814227573344    0.3204979518269125 Cr\n   0.1377481228894535    0.6762338658522375    0.3143904079720203 O\n   0.9103422047775231    0.6226012944545904    0.6499704925239512 O\n   0.0885649950170375    0.2609243868272390    0.8176744080082183 O\n   0.4660561982902340    0.4283907100587007    0.5278501939688587 O\n   0.5104214550974575    0.3056286861859617    0.2109195168545933 O\n   0.6935047726699379    0.6791503450670576    0.2418271527430047 O\n   0.0263980420128887    0.2926788623238553    0.4865009570478184 O\n   0.6143300453261499    0.8163779023469822    0.3735152933290442 O\n,1
-2.0,Zn Zn Fe Fe O O O O 0 4 ooo 0 7 oo- 0 6 o-o 0 5 ooo 0 5 +oo 0 5 ooo 1 7 ooo 1 4 o+o 1 4 ooo 1 6 ++o 1 6 ++o 1 7 o+o 2 5 -oo 2 5 ooo 2 7 ooo 2 4 oo+ 3 4 --o 3 4 oo+ 3 6 oo+ 3 7 -oo 3 5 o-o 3 6 ooo,-0.0544820973742679,Zn2 Fe2 O4\n1.0\n   3.1076638930318405    0.0000000000000000    0.0000000000000000\n   0.5319653201516371    5.8190902619069842    0.0000000000000000\n   0.3566116612225061    0.7941958934523378    5.7806920574734830\nZn Fe O\n2 2 4\ndirect\n   0.8968916092662628    0.0192703679200126    0.9587876609490890 Zn\n   0.0009317742267535    0.6072006522668312    0.0855663510769619 Zn\n   0.4721031034970106    0.3205030749147381    0.5566873120492154 Fe\n   0.4904316516486743    0.8236363352479017    0.5076109819982217 Fe\n   0.5541103218420200    0.5649172770837873    0.8595639804251112 O\n   0.0013764553986856    0.5755229289213133    0.4220435290829324 O\n   0.4185786461048405    0.3413261827245783    0.9346349543025574 O\n   0.9720415743809379    0.0532061400880081    0.6013433376048605 O\n,1
-2.0,Cr Cr Cr Cr Cr Cr O O O O O O O O O O O O 0 17 -oo 0 8 -oo 0 12 -+- 0 11 o+o 0 9 o+o 0 7 -+o 1 16 o-- 1 14 o-o 1 15 oo- 1 10 o-o 1 13 ooo 1 6 o-o 2 17 ooo 2 12 +oo 2 10 ooo 2 13 ooo 2 9 ooo 2 15 o-o 3 6 -oo 3 8 ooo 3 16 -oo 3 7 ooo 3 17 ooo 3 11 ooo 4 10 ooo 4 12 ooo 4 9 ooo 4 13 ooo 4 6 ooo 4 15 ooo 5 11 ooo 5 8 ooo 5 14 ooo 5 16 ooo 5 7 ooo 5 17 ooo,-0.6468563188237842,Cr6 O12\n1.0\n   5.5319385037657698    0.0000000000000000    0.0000000000000000\n  -0.0679411779179058    6.9453373204821061    0.0000000000000000\n  -1.1652682127008884   -3.2203932626317031    7.3244734251813632\nCr O\n6 12\ndirect\n   0.9928165826536186    0.0840951566178253    0.9920931137641369 Cr\n   0.7425626584861026    0.9652113072133199    0.6307940249975376 Cr\n   0.4003570216914821    0.6445685765578385    0.3505569728838542 Cr\n   0.2799480863775824    0.0405170312917242    0.7302796317239760 Cr\n   0.3000554367509417    0.1155832369387397    0.3950713944312741 Cr\n   0.8700346044034457    0.8186558175241659    0.2840237421657174 Cr\n   0.1059870757828063    0.6485419615315027    0.2014219998196994 O\n   0.1900574433144306    0.4015645050059482    0.3958028675939569 O\n   0.0327657576329051    0.0389463118163088    0.5178503765076404 O\n   0.4952037102213327    0.1701099398737212    0.6212522108874966 O\n   0.2480490084713521    0.2239036804496410    0.9907346420164526 O\n   0.0075138064567291    0.8738164136854927    0.7820015399983137 O\n   0.4527626990154732    0.8022709309443801    0.6210311020592848 O\n   0.0039337079512259    0.0137433622228134    0.1731043209460000 O\n   0.7470307365876073    0.1740108603176267    0.9043616568364481 O\n   0.7617044977136718    0.6826713740251815    0.4134180957033480 O\n   0.5148150258931585    0.8893075764837373    0.2867480308212954 O\n   0.4272568710406122    0.3551385982197471    0.3649013838453632 O\n,1
-2.0,K K As As As O O O O O O 0 4 oo- 0 10 oo- 0 10 o+o 0 8 ooo 0 10 o+o 0 9 ooo 0 5 oo- 0 5 oo- 0 6 ooo 1 6 -oo 1 7 -o- 1 7 ooo 1 8 -oo 1 9 oo- 1 6 ooo 1 9 oo- 1 8 ooo 2 10 ooo 2 5 o-o 2 5 o-o 2 8 ooo 2 10 +oo 2 4 ooo 2 7 ooo 3 10 o+o 3 8 -oo 3 9 o+o 3 6 ooo 3 4 ooo 3 5 o-o 3 9 o-o 4 7 ooo 4 8 +oo 4 10 o+o 4 10 ++o 4 6 ooo 5 7 ooo 5 9 ooo 5 8 ooo 5 9 ++o 5 7 ooo 5 6 ooo 6 10 oo+,-1.0843315923508525,K2 As3 O6\n1.0\n   4.9044057355627455    0.0000000000000000    0.0000000000000000\n  -1.0510021285637794    5.9570028799581740    0.0000000000000000\n  -1.0493194193383926   -1.6057248540972116   10.6260752460514070\nK As O\n2 3 6\ndirect\n   0.9738297806640301    0.8122018929466190    0.9272780498097015 K\n   0.9178812086187318    0.1250707188046979    0.6046590294813586 K\n   0.5595371240574590    0.0522749546704365    0.1818206862323914 As\n   0.3082791116334384    0.8008204615080641    0.3506490851179348 As\n   0.4782859005036513    0.2529221596581406    0.8798574910363455 As\n   0.2072338308485222    0.9025580882810939    0.2025600945118920 O\n   0.4606557733960391    0.0494053876034203    0.4388781823173172 O\n   0.3093169434630789    0.0356809316518816    0.7688964223077794 O\n   0.7552915079248098    0.4121587934830361    0.7807298645490440 O\n   0.5278715574152216    0.9722754149744796    0.0212041458967365 O\n   0.8718694688571335    0.2545220213925081    0.8526966597749570 O\n,1
-2.0,Ca Sn Sn Sn Sn Sn O O O O O O O O O O O O 0 9 ooo 0 16 ooo 0 11 ooo 0 7 ooo 0 14 ooo 0 10 ooo 1 8 --o 1 6 -oo 1 17 -oo 1 12 o-o 1 10 o-o 1 13 ooo 2 12 ooo 2 8 ooo 2 11 oo- 2 7 oo- 2 13 ooo 2 14 oo- 3 11 o-o 3 9 ooo 3 12 --o 3 15 -o- 3 14 -oo 3 6 o-- 3 16 o-o 3 10 oo- 4 7 ooo 4 15 ooo 4 8 ooo 4 17 ooo 5 13 -oo 5 16 -oo 5 12 -oo 5 14 ooo 5 17 ooo 6 9 o-o 6 15 oo- 6 14 oo-,-1.4800852619661464,Ca1 Sn5 O12\n1.0\n   5.6827271873944349    0.0000000000000000    0.0000000000000000\n  -1.7563149154671820    6.1932195848030425    0.0000000000000000\n  -1.9287066978506382   -2.4061947412866584    7.7529086493333583\nCa Sn O\n1 5 12\ndirect\n   0.8214613047993152    0.0699945335642438    0.9924245450621146 Ca\n   0.4504624488602732    0.8494582116980356    0.5129648077297335 Sn\n   0.9951362007327738    0.6180903481284653    0.0166936860982491 Sn\n   0.9724777691235239    0.7645051577709944    0.6774325728916522 Sn\n   0.3935314557539775    0.4028021518069561    0.7553303235265869 Sn\n   0.5546369395246394    0.6001090469125733    0.1847682167418640 Sn\n   0.2400223306587614    0.6549513908305843    0.2599593030065811 O\n   0.2641468318098630    0.0543808611825229    0.6387569002401956 O\n   0.1512856441423525    0.8866027021455177    0.9427733914599559 O\n   0.7610341120725995    0.4708667059250665    0.7345987419964771 O\n   0.2289681126883799    0.4180075699411468    0.9614012584147631 O\n   0.7677001132745177    0.9773285780379767    0.7153861295502051 O\n   0.2544134148402209    0.6159360941741194    0.6304532223891126 O\n   0.6808767966032393    0.6338541100601635    0.4414036714567749 O\n   0.5732271209837781    0.0759844321228166    0.3725182938699049 O\n   0.7312944765001057    0.3819397378636070    0.0843260155333059 O\n   0.6617288527396906    0.7123887340216047    0.9867658011877192 O\n   0.6928001034927440    0.9809976950116780    0.2645255344216509 O\n,1
-2.0,Li Li Mn Mn Mn Mn O O O O O O O O 0 10 o-o 0 6 ooo 0 11 ooo 0 12 ooo 1 7 ooo 1 8 ooo 1 9 oo+ 1 13 +oo 2 9 o-o 2 6 ooo 2 7 ooo 2 13 ooo 3 13 -oo 3 13 -oo 3 8 -o+ 3 12 ooo 4 6 -oo 4 6 ooo 4 12 ooo 4 11 ooo 5 10 --- 5 11 --o 5 8 ooo 5 10 oo- 5 9 ooo 5 7 ooo,-0.9313533339801897,Li2 Mn4 O8\n1.0\n   3.7417788793222102    0.0000000000000000    0.0000000000000000\n  -1.1795795200263852    5.7857606935337902    0.0000000000000000\n  -1.3767316528320839   -1.6341539667821185    7.5177329744089434\nLi Mn O\n2 4 8\ndirect\n   0.1850822680621692    0.9586636170834336    0.0129258033743531 Li\n   0.8008246675965538    0.2432928084670605    0.1359676057710964 Li\n   0.5803309597375832    0.6913275262936384    0.7130147154276499 Mn\n   0.4752196409299099    0.6390886819334987    0.1781405502745531 Mn\n   0.9546103436711170    0.2903545517235451    0.8216962600528185 Mn\n   0.1180962669333649    0.9052092111761609    0.4026057851787889 Mn\n   0.1927552430953234    0.1561303244873873    0.6110718443569708 O\n   0.0974537555785169    0.6131566370450968    0.8141118906020378 O\n   0.5462041741778169    0.3281179334075112    0.6289673614294540 O\n   0.5730468869155400    0.7503897906399518    0.4776447046349360 O\n   0.6793421658732075    0.9869518857001532    0.2470967014105251 O\n   0.7131047342115652    0.9901624011729451    0.8668946607848376 O\n   0.2960276782225594    0.3094565834535999    0.0455883376852404 O\n   0.9880798172084905    0.6387218850258763    0.2033567488647205 O\n,1
-2.0,Cs Cs Dy Dy Se Se Se Se 0 1 -oo 0 1 o+o 0 1 o+o 0 1 oo- 0 5 ooo 0 5 o-o 0 5 +oo 0 6 oo- 0 6 ooo 0 6 ++o 0 0 o+o 0 7 oo- 0 7 ooo 1 7 -oo 1 7 ooo 1 7 -oo 1 4 o+o 1 4 ooo 1 4 -oo 1 4 o+o 1 1 ++o 1 1 o+o 1 2 ooo 1 2 oo- 2 4 --- 2 4 -o- 2 7 o-o 2 6 oo- 2 6 --o 2 6 ooo 2 6 o-o 2 5 ooo 3 5 --o 3 7 ooo 3 5 --o 3 5 ooo 3 4 -oo 3 7 o-o 3 4 --- 3 6 ooo,-1.6187484752482098,Cs2 Dy2 Se4\n1.0\n   4.1866185440659507    0.0000000000000000    0.0000000000000000\n   1.4309000138434329    7.5692919391654385    0.0000000000000000\n   1.0449127965648062    2.5060851168568603    9.0135022482888143\nCs Dy Se\n2 2 4\ndirect\n   0.9804010276139059    0.4368628147141590    0.8348798719356543 Cs\n   0.2925630089133446    0.0227434840518816    0.7189714871740251 Cs\n   0.9305348770247912    0.7072604939501048    0.3008616142391211 Dy\n   0.7674981388609838    0.2063455000195435    0.2837863946989474 Dy\n   0.5849325264090326    0.4376313670557346    0.4960199895278388 Se\n   0.2900172466850517    0.9521002850798583    0.3782572751492861 Se\n   0.2400955400572622    0.4533907170666940    0.1488119196941889 Se\n   0.7841103043831676    0.0143544772180861    0.0455799976614183 Se\n,1
-2.0,Li Li Ag Ag P P O O O O O O O O 0 12 ooo 0 7 oo+ 0 8 ooo 1 9 o+o 1 9 ooo 1 11 ooo 2 10 -oo 2 6 ooo 2 13 ooo 2 11 ooo 3 10 o-o 3 7 ooo 3 6 ooo 3 12 ooo 4 13 --o 4 11 -oo 4 7 ooo 5 13 ooo 5 10 ooo 5 12 ooo,-1.5438041888001572,Li2 Ag2 P2 O8\n1.0\n   4.5339228486386300    0.0000000000000000    0.0000000000000000\n  -1.1691342463364252    6.0096145493367414    0.0000000000000000\n  -1.8168524818866374   -1.9087229507192223    7.6049567098802529\nLi Ag P O\n2 2 2 8\ndirect\n   0.9880463710356121    0.9578707648526031    0.8860824384652115 Li\n   0.8864508825379120    0.0675188639240645    0.4154712208959360 Li\n   0.5740401471826164    0.1597585623930587    0.6619552515350398 Ag\n   0.5560521300607026    0.6224729760971689    0.5396243038701513 Ag\n   0.7084581884823216    0.3257381591151048    0.1163182111891304 P\n   0.3013332863973212    0.6480634251475539    0.1171383542968645 P\n   0.2889859005340141    0.3351781787918975    0.5602685553136323 O\n   0.7424062988067708    0.1549374470007335    0.9649161915988375 O\n   0.9848346996681481    0.5548140348682837    0.1673079850289000 O\n   0.8549993994655836    0.9414305589096411    0.6391212261206535 O\n   0.4044892122502601    0.4156818173281749    0.0392312029644091 O\n   0.6944403204296576    0.2602086619900952    0.2844025413328518 O\n   0.2233812866298377    0.7610936225850515    0.9702063136230523 O\n   0.5377269374541699    0.7744975561085768    0.2884440833777065 O\n,1
-2.0,Sr Ca I I O O O O O O O O 0 11 ooo 0 4 ooo 0 9 o+o 0 8 ooo 0 10 oo+ 0 5 ooo 0 6 ooo 0 7 o+o 1 9 oo- 1 11 ooo 1 4 ooo 1 5 o-o 1 6 ooo 1 7 ooo 1 8 +oo 1 10 ooo 2 10 ooo 2 4 ooo 2 5 ooo 2 8 -oo 2 11 ooo 2 7 ooo 3 9 --- 3 6 -oo 3 8 o-- 3 9 ooo 3 7 o-o 3 4 o-o,-0.8506167319067384,Sr1 Ca1 I2 O8\n1.0\n   4.0073667301891964    0.0000000000000000    0.0000000000000000\n  -1.4500159298148305    7.8088436926658504    0.0000000000000000\n  -1.7485675612168345   -1.6701410726451211   10.8421185112886658\nSr Ca I O\n1 1 2 8\ndirect\n   0.2519092989593158    0.7721799360030033    0.1076014430607000 Sr\n   0.6677438547719124    0.3252873409190523    0.1123220583575900 Ca\n   0.8262678334043396    0.0796105905878349    0.2918864943269174 I\n   0.5556984294773970    0.8791811512759224    0.8112787803950140 I\n   0.4063145906189233    0.3770979623129498    0.6767574894387560 O\n   0.7260183054083004    0.8393375968975501    0.9793839307303077 O\n   0.7193333277946478    0.6098867029449159    0.1839539234290193 O\n   0.9393545789361354    0.4791280355896950    0.9601063205998502 O\n   0.0904920502175997    0.2277795942752587    0.0108990381303020 O\n   0.0052864184939722    0.5550022680981909    0.2413989814597067 O\n   0.4084183508661235    0.2270613632513917    0.6945507111941895 O\n   0.0774348713726493    0.3382360259521983    0.9217484769951502 O\n,1
-2.0,Li Mn Mn Mn Mn O O O O O O O O 0 7 ooo 0 12 o-o 0 11 o-o 0 6 o-o 0 9 +oo 1 10 oo- 1 7 ooo 1 5 oo- 1 9 ooo 2 11 ooo 2 11 ooo 2 10 ooo 2 8 oo+ 3 12 ooo 3 10 -oo 3 6 ooo 3 12 o+o 4 5 -oo 4 11 o+o 4 6 ooo 4 12 oo- 4 7 o+-,-0.7710563130664055,Li1 Mn4 O8\n1.0\n   5.4777324631842248    0.0000000000000000    0.0000000000000000\n   2.6046544080749290    5.5906091003739391    0.0000000000000000\n   0.6327118945924732    1.2698653501161004    6.3434224889483790\nLi Mn O\n1 4 8\ndirect\n   0.0916721009252304    0.0531020434864803    0.1972924403246528 Li\n   0.4862499020136547    0.5893767881630072    0.5419887491386499 Mn\n   0.5527276502996610    0.4617490720393578    0.1051187020741828 Mn\n   0.9103441288623408    0.5245883721713740    0.7842350218273579 Mn\n   0.0465671155204616    0.5162326820337340    0.3427443135047327 Mn\n   0.7835089916538436    0.3651008604930968    0.3482002050370854 O\n   0.2372331279727559    0.4449472777960504    0.6304432878226629 O\n   0.2310398315917677    0.4107976597702490    0.0644100589149426 O\n   0.3450955142674429    0.2219130217095474    0.2460858827720804 O\n   0.2888573748198357    0.7003975687522790    0.2650282163143225 O\n   0.7627682689546820    0.7208199106395934    0.4959248636629727 O\n   0.5205709832829042    0.6696354097030717    0.8343443183874033 O\n   0.8523424133524965    0.2608827056381302    0.9676476396593605 O\n,1
-2.0,Na H F F F 0 2 --- 0 2 -oo 0 2 o-- 0 2 o-o 0 3 ooo 0 3 -oo 0 3 ooo 0 4 -oo 0 4 ooo 1 4 ooo 1 3 +oo 1 3 ooo 1 2 o+o 1 2 ooo 1 2 o-o 1 2 ooo 1 3 -oo 1 3 oo+,-2.048351207317883,Na1 H1 F3\n1.0\n   3.3993332213917125    0.0000000000000000    0.0000000000000000\n  -1.6956753521959314    3.7719550196350875    0.0000000000000000\n  -0.1518471639087752   -0.7871593991323269    5.5821356088757161\nNa H F\n1 1 3\ndirect\n   0.9897473452359590    0.1348336679883166    0.0081925772895120 Na\n   0.4359335504563448    0.0325268936891409    0.4800654678140173 H\n   0.4466116520351649    0.0813508220516905    0.7265981301075725 F\n   0.6858809015703228    0.5314843917329304    0.9583839140908782 F\n   0.4437235262819911    0.0021960864678890    0.2995368461284701 F\n,1
-2.0,Ca Ca Nd Nd Cu Cu Cu Cu O O O O O O O O O O O O 0 19 --o 0 13 --o 0 14 -oo 0 18 o-o 0 8 ooo 0 11 ooo 1 19 -oo 1 12 -oo 1 15 -oo 1 13 ooo 1 17 -oo 1 9 ooo 2 10 ooo 2 12 -oo 2 9 ooo 2 16 ooo 2 15 ooo 2 18 ooo 3 18 ooo 3 13 ooo 3 14 +oo 3 11 ooo 3 19 ooo 3 17 +oo 4 8 o-o 4 12 ooo 4 19 ooo 4 8 o-o 4 16 ooo 4 14 ooo 5 9 --o 5 8 -oo 5 9 o-o 5 18 ooo 5 17 o-o 5 10 ooo 6 18 --- 6 17 --- 6 18 -oo 6 13 o-- 6 14 -o- 6 19 ooo 7 15 -oo 7 11 ooo 7 17 ooo 7 10 ooo 7 16 ooo 7 19 ooo,-1.3234756929501956,Ca2 Nd2 Cu4 O12\n1.0\n   4.2403852229320238    0.0000000000000000    0.0000000000000000\n  -0.7415498787980389    6.6121092511325985    0.0000000000000000\n  -0.0484187535681169   -1.6635333037109294   13.0669668099199558\nCa Nd Cu O\n2 2 4 12\ndirect\n   0.6857594104447245    0.8310102052613404    0.2126544403417616 Ca\n   0.8201354039075039    0.2905053986875951    0.4700818446310967 Ca\n   0.1351378105280521    0.7162626235671877    0.0007252507544846 Nd\n   0.2290361414019193    0.3301723508920252    0.2336513378933583 Nd\n   0.2552736737258977    0.0138214216745978    0.6590088688209217 Cu\n   0.3807864131887753    0.8484678715952315    0.4313108215022735 Cu\n   0.7117045456729413    0.8901359339187275    0.5816824301481813 Cu\n   0.8717710495989185    0.5983043697080893    0.7293648764693664 Cu\n   0.6595461583930952    0.7813264036362342    0.0412721853093765 O\n   0.4275621879006617    0.0764397213330535    0.5308024536321150 O\n   0.7812379011055012    0.6213377729603315    0.5331618641163098 O\n   0.8820028541440186    0.4732578206287341    0.8446401069141123 O\n   0.3209060340731948    0.6567147986117128    0.3253095329411537 O\n   0.2094965438537261    0.9644354480798187    0.1730142727550559 O\n   0.0829155756884603    0.3907047116863784    0.7649266210529753 O\n   0.6176619531333009    0.5128161130945088    0.6083885277214056 O\n   0.8962012578075614    0.8720492605306472    0.7101688604183234 O\n   0.2554567402509134    0.0749636050142738    0.0860136195970669 O\n   0.7483221654005111    0.2236516289203865    0.3060082986324612 O\n   0.0788470977274175    0.5187423995117304    0.1236705921728698 O\n,1
-2.0,Li Fe Fe Fe O O O O 0 4 oo- 0 4 +oo 0 6 ooo 0 5 o-o 0 5 oo- 0 5 ooo 1 6 -oo 1 6 oo+ 1 7 o+o 1 7 oo+ 1 7 -oo 1 7 ooo 2 4 --o 2 4 o-o 2 5 -oo 2 5 ooo 2 7 ooo 2 7 ooo 3 7 --- 3 7 oo- 3 6 -o- 3 6 -oo 3 4 --- 3 4 ooo,-0.4099300307995608,Li1 Fe3 O4\n1.0\n   3.1531279265211096    0.0000000000000000    0.0000000000000000\n  -0.6006393389429264    5.2257783187461140    0.0000000000000000\n  -0.5454666551304819   -0.8724275058223009    5.2758726089644492\nLi Fe O\n1 3 4\ndirect\n   0.1795557037290826    0.0865491913282641    0.8812988252996601 Li\n   0.5198304836787468    0.6252314168440191    0.6727865683991403 Fe\n   0.8015834065732512    0.1439563294059468    0.4048938209184981 Fe\n   0.0326546037449395    0.6550194744943281    0.1574552699794163 Fe\n   0.2958051265874336    0.9331414951285318    0.5403180056288170 O\n   0.0543145394590801    0.4347308277024011    0.7901162315226765 O\n   0.5845437721193077    0.8681950752405367    0.0142937107944795 O\n   0.4661935213751993    0.4310591255288803    0.3164601435248189 O\n,1
-2.0,Li Li Cr Cr Fe O O O O O O O 0 8 o-o 0 8 o-o 0 9 -oo 0 10 oo- 0 7 ooo 0 10 o-- 0 5 o-o 0 6 oo- 1 5 -oo 1 7 ooo 1 11 -oo 1 11 ooo 1 10 ooo 1 8 ooo 1 6 ooo 1 4 ooo 2 9 --o 2 5 -o- 2 9 -oo 2 6 o-- 2 7 o-o 2 11 oo- 3 9 --o 3 8 -oo 3 10 o-o 3 4 o-o 3 4 ooo 3 5 ooo 4 5 ooo 4 6 ooo 4 6 ooo 4 11 +oo,-0.9199032857291668,Li2 Cr2 Fe1 O7\n1.0\n  -3.7308990534502788    0.0000000000000000    0.0000000000000000\n   1.7567725229663189    5.2384060117844857    0.0000000000000000\n  -0.0119483669499648   -2.4343880766841037   -6.9511971632480121\nLi Cr Fe O\n2 2 1 7\ndirect\n   0.9880154073117365    0.9723427449525597    0.0496435193696720 Li\n   0.0903872303698433    0.1338701221997840    0.5593316789621944 Li\n   0.4077476005835134    0.8107397307825455    0.7402411492037093 Cr\n   0.7206774373044769    0.4148046700745596    0.8563294767702205 Cr\n   0.6943963633577209    0.4034579006405579    0.2484792419349484 Fe\n   0.2990074504555299    0.5478438125552005    0.4105239810489926 O\n   0.8626914312023326    0.6455422799686141    0.1101422031564683 O\n   0.5660706465967158    0.0833247522315482    0.6279612159756923 O\n   0.0955471908211991    0.2570664799757473    0.3313817829835251 O\n   0.5344806518098542    0.1205265292312979    0.9924020743568429 O\n   0.8770426744831236    0.7459728753190531    0.7675266721439719 O\n   0.2459727160492982    0.4571644457650799    0.7998935622701998 O\n,1
-2.0,Rb Sm Se Se 0 2 o-o 0 2 -oo 0 2 oo- 0 3 --o 0 3 o-- 0 3 -o- 1 3 o-o 1 3 -oo 1 3 oo- 1 2 oo+ 1 2 +oo 1 2 o+o,-1.7387531100756837,Rb1 Sm1 Se2\n1.0\n   8.1348906179353033   -2.1832962720571691    0.0000000000000000\n   8.1348906179353033    2.1832962720571691    0.0000000000000000\n   7.5489229835249239    0.0000000000000000    3.7359054814274555\nRb Sm Se\n1 1 2\ndirect\n   0.0000386562767687    0.0000386562767691    0.0000386562767690 Rb\n   0.5003579527607835    0.5003579527607835    0.5003579527607834 Sm\n   0.7692916848611165    0.7692916848611165    0.7692916848611165 Se\n   0.2307637766850918    0.2307637766850921    0.2307637766850919 Se\n,0
